HospitalName,AvgOutOfPocketCost,Latitude,Longitude
OSS ORTHOPAEDIC HOSPITAL,2180.521878,39.9168769,-76.6955585
ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1230.571017,40.6491651,-75.2884632
WELLSPAN SURGERY AND REHABILITATION HOSPITAL,5297.919284,39.9263619,-76.7190417
UPMC EAST,1254.862949,40.4366089,-79.7604903
EINSTEIN MEDICAL CENTER MONTGOMERY,1518.101306,40.1529948,-75.344529
ST LUKE'S HOSPITAL - MONROE CAMPUS,4542.135409,40.9978288,-75.259839
MEMORIAL HOSPITAL OF RHODE ISLAND,2316.733508,41.8700113,-71.3764068
ROGER WILLIAMS MEDICAL CENTER,1745.120035,41.8351848,-71.4355921
OUR LADY OF FATIMA HOSPITAL,1830.805745,41.855558,-71.459817
NEWPORT HOSPITAL,1158.878932,41.4969705,-71.3047644
RHODE ISLAND HOSPITAL,2458.797959,41.8125272,-71.4076285
SOUTH COUNTY HOSPITAL INC,1240.961274,41.4315721,-71.4966659
KENT COUNTY MEMORIAL HOSPITAL,2278.535156,41.705185,-71.4780784
WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,3090.893085,41.8108357,-71.4122641
LANDMARK MEDICAL CENTER,1030.125968,42.0048858,-71.4954227
THE MIRIAM HOSPITAL,1494.362185,41.851722,-71.398257
WESTERLY HOSPITAL,1274.105894,41.361942,-71.8247264
PIEDMONT MEDICAL CENTER,1663.048033,34.9566231,-81.0518456
MUSC MEDICAL CENTER,5428.671705,32.784352,-79.946823
MCLEOD MEDICAL CENTER - DILLON,1423.524686,34.4215928,-79.3647716
SPARTANBURG MEDICAL CENTER,3571.373401,34.9667602,-81.939538
GHS OCONEE MEMORIAL  HOSPITAL,1376.742207,34.6951751,-82.9870176
CAROLINA PINES REGIONAL MEDICAL CENTER,1315.697771,34.350195,-80.104716
CANNON MEMORIAL HOSPITAL,2670.232359,34.875113,-82.706223
BAPTIST EASLEY HOSPITAL,1584.336786,34.83,-82.6
PALMETTO HEALTH RICHLAND,3022.73721,34.0279493,-81.0333789
CHESTER REGIONAL MEDICAL CENTER,1340.746394,34.6845808,-81.1830505
TIDELANDS HEALTH,1595.761167,33.3798134,-79.2847533
ST FRANCIS-DOWNTOWN,1805.731959,34.8405409,-82.4209903
PROVIDENCE HEALTH,1589.365831,34.0141917,-81.0132485
ANMED HEALTH,2045.709351,34.5115744,-82.6464874
COLLETON MEDICAL CENTER,1234.60352,32.923153,-80.6698399
GHS GREER MEMORIAL HOSPITAL,1620.477813,34.9201586,-82.2443637
SPRINGS MEMORIAL HOSPITAL,1124.021087,34.7174247,-80.7877141
GHS HILLCREST MEMORIAL HOSPITAL,2199.492003,34.7203918,-82.2483137
GHS  LAURENS COUNTY MEMORIAL HOSPITAL,1410.047004,34.4814192,-81.940894
MARY BLACK HEALTH SYSTEM GAFFNEY,1351.465813,35.0899513,-81.6344179
KERSHAWHEALTH,1280.917063,34.253116,-80.590929
CONWAY MEDICAL CENTER,1317.188046,33.78555,-79.0017843
MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,1956.175009,34.1969976,-79.7593582
NEWBERRY COUNTY MEMORIAL HOSPITAL,1355.567159,34.2903899,-81.6063011
CAROLINAS HOSPITAL SYSTEM MARION,1164.769173,34.1866349,-79.3254043
BON SECOURS-ST FRANCIS XAVIER HOSPITAL,1730.144166,32.808423,-80.0423805
LAKE CITY COMMUNITY HOSPITAL,1204.292526,33.8806495,-79.7605475
BEAUFORT COUNTY MEMORIAL HOSPITAL,1253.779414,32.4170217,-80.6875651
TRMC OF ORANGEBURG & CALHOUN,2203.402704,33.5401756,-80.8306233
PALMETTO HEALTH TUOMEY HOSPITAL,1427.724437,33.9237668,-80.3430686
SELF REGIONAL HEALTHCARE,2486.648227,34.1757748,-82.1573663
HAMPTON REGIONAL MEDICAL CENTER,1567.411169,32.8535283,-81.0896076
LEXINGTON MEDICAL CENTER,2209.985486,34.0060214,-81.1143005
GHS GREENVILLE MEMORIAL HOSPITAL,2761.841638,34.8192557,-82.411677
TRIDENT MEDICAL CENTER,2699.6045,32.9767245,-80.0734375
HILTON HEAD REGIONAL MEDICAL CENTER,1361.138588,32.2239266,-80.7146591
AIKEN REGIONAL MEDICAL CENTER,1310.57874,33.5711196,-81.7617823
MARY BLACK HEALTH SYSTEM SPARTANBURG,1675.210015,34.9783003,-81.8951782
GRAND STRAND REGIONAL MEDICAL CENTER,2519.730819,33.7585214,-78.8201676
PALMETTO HEALTH BAPTIST,2082.141162,34.0071153,-81.0335791
ROPER HOSPITAL,2070.671619,32.782676,-79.9498403
EAST COOPER MEDICAL CENTER,2009.835155,32.8213794,-79.850751
CAROLINAS HOSPITAL SYSTEM,1568.049994,34.1615463,-79.7542717
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,1540.891749,33.5605554,-79.0430531
COASTAL CAROLINA HOSPITAL,1191.606529,32.3145285,-81.0538236
GHS PATEWOOD MEMORIAL HOSPITAL,5951.329311,34.8517499,-82.3271305
PELHAM MEDICAL CENTER,1815.025584,34.8630526,-82.2188726
MOUNT PLEASANT HOSPITAL,1426.844269,32.8775567,-79.7692508
MCLEOD LORIS  HOSPITAL,1526.682199,34.0574304,-78.898588
PALMETTO HEALTH BAPTIST PARKRIDGE,2663.580402,34.0872139,-81.1596497
MCLEOD HEALTH CHERAW,1058.85489,34.695385,-79.919357
UNION MEDICAL CENTER,1332.739777,34.7122111,-81.6292811
MCLEOD HEALTH CLARENDON,960.9122927,33.6870332,-80.2111248
PRAIRIE LAKES HOSPITAL,998.1971171,44.9111282,-97.1206301
BROOKINGS HEALTH SYSTEM,1108.82171,44.3077988,-96.7682323
AVERA SACRED HEART HOSPITAL,1322.216748,42.8732829,-97.4077838
AVERA QUEEN OF PEACE,1277.637146,43.7147091,-98.0080006
AVERA ST LUKES,1500.747436,45.4616289,-98.4782727
AVERA ST MARY'S HOSPITAL,1431.816212,44.3605019,-100.3421061
AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER,2222.807711,43.533823,-96.7146753
SANFORD USD MEDICAL CENTER,2470.449816,43.5355194,-96.7432104
REGIONAL HEALTH SPEARFISH HOSPITAL,1538.518118,44.4982456,-103.8606153
REGIONAL HEALTH RAPID CITY HOSPITAL,1796.468545,44.0784223,-103.2143403
PHS INDIAN HOSPITAL AT PINE RIDGE,843.999999,43.0253531,-102.557829
DUNES SURGICAL HOSPITAL,1507.333056,42.5055176,-96.4962583
SIOUX FALLS SPECIALTY HOSPITAL LLP,1863.337516,43.5350763,-96.7142093
BLACK HILLS SURGICAL HOSPITAL LLP,1648.674644,44.0462906,-103.2235184
AVERA HEART HOSPITAL OF SOUTH DAKOTA,1725.209999,43.4909801,-96.7810825
LEWIS AND CLARK SPECIALTY HOSPITAL,1305.81818,42.9009347,-97.4006859
SANFORD ABERDEEN MEDICAL CENTER,1034.98609,45.4630785,-98.4460604
UNICOI COUNTY MEMORIAL HOSPITAL,814.477576,36.1333316,-82.4116663
JACKSON-MADISON COUNTY GENERAL HOSPITAL,1559.576796,35.6365424,-88.8318524
SUMNER REGIONAL MEDICAL CENTER,1379.62095,36.3908432,-86.4324913
TRISTAR SKYLINE MEDICAL CENTER,1925.613784,36.2450154,-86.7497352
UNITY MEDICAL CENTER,964.8264051,35.496981,-86.078464
HENDERSON COUNTY COMMUNITY HOSPITAL,1204.805303,35.655248,-88.3986641
CUMBERLAND MEDICAL CENTER,1108.043458,35.9391697,-85.018647
WAYNE MEDICAL CENTER,1056.621266,35.3251652,-87.7563821
BLOUNT MEMORIAL HOSPITAL,1377.813464,35.7559386,-83.9580382
WELLMONT BRISTOL REGIONAL MEDICAL CENTER,1383.158648,36.5854658,-82.256802
UNIVERSITY OF TN MEDICAL CENTER (THE),2871.844672,35.9309031,-83.9490469
BAPTIST MEMORIAL HOSPITAL HUNTINGDON,1045.499827,36.022853,-88.412037
WELLMONT HOLSTON VALLEY MEDICAL CENTER,1567.743656,36.5540954,-82.5542585
SYCAMORE SHOALS HOSPITAL,1151.595194,36.3460801,-82.2496719
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI,1172.749131,35.191983,-87.0060522
"LAUGHLIN MEMORIAL HOSPITAL, INC",1165.126379,36.1741198,-82.7904331
WILLIAMSON MEDICAL CENTER,1452.87738,35.9159522,-86.8179916
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,1334.41726,36.2131188,-83.3055267
ROANE MEDICAL CENTER,1250.445083,35.8885777,-84.556124
WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL,1058.400331,36.3997791,-83.0144008
TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,928.9979031,36.388947,-84.111835
METHODIST MEDICAL CENTER OF OAK RIDGE,1736.590766,36.0244606,-84.24527
TENNOVA HEALTHCARE-CLARKSVILLE,1171.753045,36.5820134,-87.2698508
VANDERBILT UNIVERSITY MEDICAL CENTER,3916.51651,36.1424246,-86.8004397
PERRY COMMUNITY HOSPITAL,943.7783509,35.5921804,-87.8638728
TRISTAR HORIZON MEDICAL CENTER,1301.066769,36.0828725,-87.3373582
BAPTIST MEMORIAL HOSPITAL,1844.154899,35.1291678,-89.8612853
METHODIST HEALTHCARE MEMPHIS HOSPITALS,2619.681324,35.1362,-90.0195793
TAKOMA REGIONAL HOSPITAL,1104.546616,36.1512166,-82.8456353
SAINT THOMAS RUTHERFORD HOSPITAL,1700.502384,35.8610192,-86.4252158
TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,972.1568169,36.1065542,-83.5190313
CLAIBORNE MEDICAL CENTER,996.1455058,36.4405698,-83.5947343
SOUTHERN TENNESSEE REGIONAL HLTH SYSTEM WINCHESTER,1082.339753,35.1762516,-86.0898239
COOKEVILLE REGIONAL MEDICAL CENTER,1147.308735,36.169474,-85.508439
MILAN GENERAL HOSPITAL,1122.196802,35.9124305,-88.7539847
TENNOVA HEALTHCARE-VOLUNTEER MARTIN,1071.231764,36.3345584,-88.8690846
JOHNSON CITY MEDICAL CENTER,1578.337209,36.3076885,-82.384745
NORTHCREST MEDICAL CENTER,1117.280543,36.4777999,-86.8871846
LAKEWAY REGIONAL HOSPITAL,1198.774058,36.2147042,-83.3036883
STARR REGIONAL MEDICAL CENTER ATHENS,1345.88074,35.4410268,-84.6066584
DECATUR COUNTY GENERAL HOSPITAL,731.9550153,35.6358976,-88.1222438
TENNOVA HEALTHCARE-DYERSBURG REGIONAL,1047.65472,36.0479634,-89.3800127
MAURY REGIONAL HOSPITAL,1313.11973,35.6068265,-87.0670282
LECONTE MEDICAL CENTER,1241.058722,35.8558271,-83.5356559
SAINT THOMAS WEST HOSPITAL,2048.652828,36.1292897,-86.8445021
TENNOVA HEALTHCARE - JAMESTOWN,1044.284157,36.43222,-84.942504
SWEETWATER HOSPITAL ASSOCIATION,1067.87399,35.6008716,-84.4642644
"MEMORIAL HEALTHCARE SYSTEM, INC",2178.299803,35.0410165,-85.2605241
LINCOLN MEDICAL CENTER,1058.185758,35.1496568,-86.5552926
ERLANGER MEDICAL CENTER,1874.402781,35.0482001,-85.2907565
HARDIN MEDICAL CENTER,966.0861925,35.2279723,-88.2299152
FORT LOUDON MEDICAL CENTER,1051.878056,35.8251896,-84.2702194
METRO NASHVILLE GENERAL HOSPITAL,594.363635,36.166376,-86.8069562
TENNOVA HEALTHCARE,1644.041488,35.9924052,-83.9266722
FORT SANDERS REGIONAL MEDICAL CENTER,1608.170549,35.957471,-83.936595
BAPTIST MEMORIAL HOSPITAL UNION CITY,950.4399369,36.414032,-89.0451089
BAPTIST MEMORIAL HOSPITAL TIPTON,1072.080691,35.5357475,-89.6777946
HENRY COUNTY MEDICAL CENTER,1143.066059,36.2967338,-88.3100767
SAINT THOMAS MIDTOWN HOSPITAL,1778.777206,36.1538738,-86.8024551
TENNOVA HEALTHCARE-SHELBYVILLE,1063.065437,35.5639167,-86.4484542
TENNOVA HEALTHCARE-HARTON,1176.026625,35.382151,-86.2315519
SAINT THOMAS DEKALB HOSPITAL,962.75,35.961452,-85.8295059
TRISTAR SUMMIT MEDICAL CENTER,1886.023734,36.1763896,-86.6081411
SAINT THOMAS RIVER PARK HOSPITAL,1144.935079,35.700143,-85.742779
REGIONAL ONE HEALTH,2794.13044,35.142566,-90.0319429
TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,1169.523357,35.9647832,-83.181999
PARKRIDGE MEDICAL CENTER,1904.602281,35.03447,-85.2673895
TRISTAR CENTENNIAL MEDICAL CENTER,2903.524958,36.1535848,-86.8068981
PARKWEST MEDICAL CENTER,2021.703974,35.9177008,-84.0997187
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,1063.663754,35.1400446,-87.3699788
INDIAN PATH MEDICAL CENTER,1304.854171,36.5509222,-82.5143556
JELLICO COMMUNITY HOSPITAL,1170.774698,36.5737992,-84.128613
BOLIVAR GENERAL HOSPITAL,779.3913507,35.266753,-88.999684
MCKENZIE REGIONAL HOSPITAL,983.9914239,36.1369641,-88.4903725
ST FRANCIS HOSPITAL,1699.230873,35.098262,-89.8648338
FRANKLIN WOODS COMMUNITY HOSPITAL,1174.281582,36.336104,-82.4020472
TENNOVA HEALTHCARE-CLEVELAND,1243.698744,35.1773473,-84.8693343
LIVINGSTON REGIONAL HOSPITAL,1006.197515,36.3852326,-85.3275167
TENNOVA HEALTHCARE-REGIONAL JACKSON,1246.268748,35.684413,-88.854054
SAINT THOMAS HIGHLANDS HOSPITAL,944.09168,35.948927,-85.478253
TENNOVA HEALTHCARE-LEBANON,1118.68543,36.2217223,-86.327413
TRISTAR HENDERSONVILLE MEDICAL CENTER,2452.119775,36.3250026,-86.6216089
TRISTAR SOUTHERN HILLS MEDICAL CENTER,2235.412494,36.0764122,-86.7215091
SAINT THOMAS STONES RIVER HOSPITAL,1117.554113,35.8326485,-86.0721354
SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,2390.965589,36.1551701,-86.8033992
TRISTAR STONECREST MEDICAL CENTER,2122.113312,35.9750923,-86.5655945
SAINT FRANCIS BARTLETT MEDICAL CENTER,1535.703681,35.2069494,-89.8005604
HOUSTON COUNTY COMMUNITY HOSPITAL,861.1842105,36.3201331,-87.689908
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,1628.589249,31.7699879,-106.5007988
PETERSON REGIONAL MEDICAL CENTER,1241.00482,30.0439245,-99.1524297
UNITED REGIONAL HEALTH CARE SYSTEM,2233.420693,33.9028141,-98.5016055
ST JOSEPH REGIONAL HEALTH CENTER,1629.644712,30.6559292,-96.346709
PARKLAND HEALTH AND HOSPITAL SYSTEM,3459.769324,32.8128222,-96.8356763
UNIVERSITY OF TEXAS MEDICAL BRANCH,4724.053836,29.3107498,-94.7758738
BAYLOR UNIVERSITY MEDICAL CENTER,3888.804785,32.7899372,-96.7805931
CITIZENS MEDICAL CENTER,1063.596469,28.8125119,-96.9777633
UNIVERSITY MEDICAL CENTER OF EL PASO,2383.766815,31.7714531,-106.4344878
VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1468.782893,25.9180715,-97.5108492
LAREDO MEDICAL CENTER,1290.430976,27.5325136,-99.4779827
CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,1060.820009,32.536904,-94.3690392
VHS HARLINGEN HOSPITAL COMPANY LLC,1513.581557,26.1746446,-97.6705186
CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,1603.005285,30.086975,-94.1321453
ST JOSEPH MEDICAL CENTER,2747.272441,29.748483,-95.3662309
CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,1500.868456,32.5008276,-94.7304434
JPS HEALTH NETWORK,1889.679655,32.7268053,-97.3276062
COVENANT MEDICAL CENTER,2366.659296,33.5771065,-101.8925584
PROVIDENCE HEALTH CENTER,1359.734406,31.5135807,-97.1985596
UT SOUTHWESTERN UNIVERSITY HOSPITAL,5128.94827,32.8193657,-96.8488409
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,1778.503487,27.778251,-97.3948435
METHODIST DALLAS MEDICAL CENTER,4116.771912,32.7609193,-96.8250881
SCOTT & WHITE MEDICAL CENTER - TEMPLE,2906.176239,31.0776472,-97.3639792
ROLLING PLAINS MEMORIAL HOSPITAL,999.6362341,32.453745,-100.3982409
SETON MEDICAL CENTER AUSTIN,2691.589569,30.305555,-97.74532
BAPTIST MEDICAL CENTER,1935.269936,29.4337636,-98.4927788
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,1332.027027,32.7490985,-97.1159177
MEMORIAL HERMANN TEXAS MEDICAL CENTER,6579.605083,29.7138126,-95.3963819
BRAZOSPORT REGIONAL HEALTH SYSTEM,1104.745121,29.0295851,-95.4527189
ANSON GENERAL HOSPITAL,954.657926,32.7679807,-99.8950016
BAYLOR MEDICAL CENTER AT IRVING,1464.356884,32.8346954,-96.9603078
TITUS REGIONAL MEDICAL CENTER,945.2646105,33.1756887,-94.9715384
CHRISTUS SPOHN HOSPITAL BEEVILLE,957.8172381,28.4075183,-97.731517
EAST TEXAS MEDICAL CENTER,1731.006072,32.3387009,-95.2911397
GRAHAM REGIONAL MEDICAL CENTER,1038.314397,33.0898689,-98.5844084
MEDICAL CITY NORTH HILLS,2273.025789,32.8292376,-97.2135241
NORTH TEXAS MEDICAL CENTER,1054.803603,33.6463557,-97.162916
FORT DUNCAN MEDICAL CENTER,913.7556863,28.713229,-100.455679
BAYSHORE MEDICAL CENTER,1479.566176,29.6612444,-95.1837808
PAMPA REGIONAL MEDICAL CENTER,1263.489986,35.5723696,-100.9646846
BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,1900.410917,31.4890708,-97.1576467
CHRISTUS MOTHER FRANCES HOSPITAL,1515.902975,32.3429531,-95.2908131
GUADALUPE REGIONAL MEDICAL CENTER,1103.411261,29.5680547,-97.9465307
LAS PALMAS MEDICAL CENTER,2399.396924,31.7699621,-106.4990287
CONNALLY MEMORIAL MEDICAL CENTER,1298.108277,29.1601133,-98.1742062
SOUTH TEXAS HEALTH SYSTEM,1142.369037,26.261403,-98.1818386
DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,3459.577703,30.274544,-97.7336075
KNAPP MEDICAL CENTER,1046.84379,26.1534698,-97.9775078
NIX HEALTH CARE SYSTEM,981.3369519,29.4256583,-98.4896171
MEDICAL CENTER HOSPITAL,1842.19503,31.8452597,-102.3736853
MIDLAND MEMORIAL HOSPITAL,1498.396874,31.9967021,-102.0996081
TEXAS HEALTH HARRIS METHODIST FORT WORTH,2154.419273,32.7372508,-97.3391024
BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,2956.885424,32.7296584,-97.345135
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,780.667918,32.337978,-102.5472807
DETAR HEALTHCARE SYSTEM,1477.159806,28.8081385,-96.9986111
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,1358.17225,32.3321172,-97.4386255
METROPLEX HOSPITAL,1062.027326,31.1133483,-97.8011834
VAL VERDE REGIONAL MEDICAL CENTER,973.1704305,29.3750182,-100.8926039
GRACE MEDICAL CENTER,2646.102537,33.5496234,-101.8693078
CHRISTUS SPOHN HOSPITAL KLEBERG,1131.558686,27.490568,-97.8508992
METHODIST HOSPITAL SOUTH,1226.335119,28.9331124,-98.5260352
MISSION REGIONAL MEDICAL CENTER,1215.309895,26.1964384,-98.3143198
MEMORIAL HERMANN HOSPITAL SYSTEM,2464.359453,29.8115414,-95.430426
SCOTT & WHITE HOSPITAL BRENHAM,913.8610471,30.145807,-96.399251
HILL REGIONAL HOSPITAL,973.0246865,32.0120974,-97.0997182
CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,5832.540056,29.7077057,-95.4006224
EAST TEXAS MEDICAL CENTER JACKSONVILLE,866.3108601,31.9602405,-95.270566
PARIS REGIONAL MEDICAL CENTER,1191.500283,33.6597926,-95.547209
WADLEY REGIONAL MEDICAL CENTER,1369.121967,33.4289096,-94.0481498
MEDICAL CITY WEATHERFORD,1103.712585,32.7481906,-97.7856497
NORTHWEST TEXAS HOSPITAL,1560.268208,35.1997117,-101.9201874
ETMC CARTHAGE,977.2491794,32.1673525,-94.3468765
CHI ST LUKES HEALTH MEMORIAL LUFKIN,1171.105342,31.3363231,-94.7421221
UNIVERSITY HEALTH SYSTEM,7160.897906,29.5078141,-98.5774288
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,1006.923078,30.7427697,-98.6775504
CONROE REGIONAL MEDICAL CENTER,1676.364132,30.2847619,-95.4674008
HENDRICK MEDICAL CENTER,1861.052009,32.4718235,-99.7325631
BAPTIST ST ANTHONY'S HOSPITAL,1898.833309,35.195873,-101.920871
MEMORIAL HOSPITAL,1993.567125,29.5171506,-97.4316356
CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS,1029.682243,33.1579244,-95.5996418
CHRISTUS SANTA ROSA MEDICAL CENTER,2463.667197,29.5131098,-98.5900455
WISE REGIONAL HEALTH SYSTEM,1329.616925,33.2171729,-97.5944007
CENTRAL TEXAS MEDICAL CENTER,1395.593383,29.8529546,-97.9483947
BAYLOR SCOTT & WHITE MEDICAL CENTER GARLAND,1364.326912,32.9193446,-96.6616404
HARRIS HEALTH SYSTEM,2895.851312,29.6862323,-95.3872989
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,1090.995476,32.5921005,-96.3182415
COLLEGE STATION MEDICAL CENTER,1999.330462,30.5812822,-96.289711
TEXOMA MEDICAL CENTER,1430.740071,33.7101274,-96.5854912
OAKBEND MEDICAL CENTER,940.7334778,29.576525,-95.770572
SAN ANGELO COMMUNITY MEDICAL CENTER,1533.931235,31.4181027,-100.4696775
BAPTIST BEAUMONT HOSPITAL,1293.835282,30.0707723,-94.1197861
HUNTSVILLE MEMORIAL HOSPITAL,1435.524139,30.6986202,-95.5590363
FALLS COMMUNITY HOSPITAL AND CLINIC,1123.243104,31.307036,-96.8943361
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,1463.732285,32.2225376,-98.2041019
HUNT REGIONAL MEDICAL CENTER,1182.366597,33.122259,-96.1247049
HOUSTON METHODIST HOSPITAL,3568.671379,29.7099079,-95.3997225
CHILDRESS REGIONAL MEDICAL CENTER,1064.046268,34.4370092,-100.2263215
COLUMBUS COMMUNITY HOSPITAL,1021.440443,29.6945319,-96.5433977
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,1242.214116,32.4274679,-96.8579635
DALLAS MEDICAL CENTER,1428.318042,32.9154581,-96.8699913
METHODIST HOSPITAL,3186.636622,29.5080538,-98.5722733
EAST TEXAS MEDICAL CENTER ATHENS,1358.437088,32.16988,-95.844688
MEMORIAL MEDICAL CENTER LIVINGSTON,1081.26566,30.730971,-94.9388546
BROWNFIELD REGIONAL MEDICAL CENTER,921.2423304,33.1885645,-102.2676561
PARKVIEW REGIONAL HOSPITAL,4351.825014,31.6738076,-96.4798396
MEDICAL CENTER OF MCKINNEY,1681.402695,33.1596558,-96.6371294
EASTLAND MEMORIAL HOSPITAL,832.224371,32.4000272,-98.8210299
TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,988.9055318,32.880858,-97.5329888
BAYLOR MEDICAL CENTER AT UPTOWN,5931.858835,32.8041945,-96.794712
HOUSTON METHODIST SAN JACINTO HOSPITAL,1397.696411,29.7691568,-94.9796029
ST DAVID'S MEDICAL CENTER,2467.592838,30.2903708,-97.7264791
NAVARRO REGIONAL HOSPITAL,1127.669195,32.0836254,-96.5034767
GLEN ROSE MEDICAL CENTER,1445.422078,32.2420509,-97.7468697
TYLER COUNTY HOSPITAL,1084.242208,30.7760822,-94.4276141
TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,1996.365005,32.8794383,-96.7632008
MATAGORDA REGIONAL MEDICAL CENTER,1243.919929,28.980217,-95.9916937
WILSON N JONES REGIONAL MEDICAL CENTER,1321.604115,33.6372856,-96.6239419
ETMC HENDERSON,1109.522889,32.1611314,-94.7955386
WOODLAND HEIGHTS MEDICAL CENTER,1371.510752,31.3287296,-94.7541222
STEPHENS MEMORIAL HOSPITAL,1010.675758,32.7539516,-98.8871441
MEMORIAL HOSPITAL,1109.26748,31.6136321,-94.6488692
THE MEDICAL CENTER OF SOUTHEAST TEXAS,1262.46102,29.9354166,-93.988752
METHODIST RICHARDSON MEDICAL CENTER,2072.128806,32.9959298,-96.6661985
COVENANT HOSPITAL PLAINVIEW,1260.693082,34.2065762,-101.7326554
ABILENE REGIONAL MEDICAL CENTER,1376.934734,32.3755828,-99.7434046
BAYLOR SCOTT & WHITE MEDICAL CENTER  GRAPEVINE,1776.136284,32.93355,-97.0937122
PALO PINTO GENERAL HOSPITAL,958.9622576,32.7996209,-98.1450007
SHANNON MEDICAL CENTER,1458.13402,31.4652085,-100.4343879
CHRISTUS JASPER MEMORIAL HOSPITAL,946.3628388,30.9080711,-94.0095
TIMBERLANDS HOSPITAL,1240.63636,31.3237808,-95.4386024
WILBARGER GENERAL HOSPITAL,922.2586109,34.1588708,-99.3156158
SEYMOUR HOSPITAL,818.7924244,33.5921662,-99.2474172
BROWNWOOD REGIONAL MEDICAL CENTER,1240.169829,31.677218,-98.993508
LAKE GRANBURY MEDICAL CENTER,1517.162137,32.4323888,-97.8032544
CUERO REGIONAL HOSPITAL,1322.646489,29.112434,-97.2833036
HILL COUNTRY MEMORIAL HOSPITAL INC,1337.049586,30.262904,-98.880174
CARE REGIONAL MEDICAL CENTER,927.9479356,27.9151348,-97.1628305
MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER,2186.070129,29.7811322,-95.5458967
CLEAR LAKE REGIONAL MEDICAL CENTER,1877.550047,29.5412969,-95.1277345
DIMMIT REGIONAL HOSPITAL,913.5112327,28.5193252,-99.8633349
MEDICAL CITY DENTON,2202.076524,33.1778917,-97.091217
HOUSTON NORTHWEST MEDICAL CENTER,1658.681427,30.0204601,-95.4425602
TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,1523.095485,32.8353391,-97.1233194
NOCONA GENERAL HOSPITAL,935.597711,33.7776487,-97.7325043
DOCTORS HOSPITAL OF LAREDO,1232.523307,27.6066302,-99.4783998
WEST HOUSTON MEDICAL CENTER,2185.68117,29.7294486,-95.5947219
MEDICAL CITY DALLAS,4576.40949,32.9113881,-96.7734463
MEDICAL CENTER OF PLANO,3809.142814,33.021236,-96.766105
SCENIC MOUNTAIN MEDICAL CENTER,1086.610871,32.2384645,-101.4875004
STARR COUNTY MEMORIAL HOSPITAL,959.5489051,26.3769694,-98.8581794
NACOGDOCHES MEDICAL CENTER,1310.233241,31.6529742,-94.6556101
FREESTONE MEDICAL CENTER,1124.591667,31.7256143,-96.1708793
PARK PLAZA HOSPITAL,1642.791824,29.72272,-95.3875429
ODESSA REGIONAL MEDICAL CENTER,1615.242328,31.8514505,-102.3660218
VALLEY REGIONAL MEDICAL CENTER,1978.147149,25.9780246,-97.5146344
SIERRA MEDICAL CENTER,2518.301837,31.7776439,-106.4808963
MEDICAL CENTER OF LEWISVILLE,1801.305986,33.0452646,-97.0046562
TOMBALL REGIONAL MEDICAL CENTER,1227.858321,30.0874048,-95.6236173
PLAZA MEDICAL CENTER OF FORT WORTH,3169.909743,32.7358538,-97.3454149
"WOMANS HOSPITAL OF TEXAS,THE",1845.86364,29.692992,-95.4020644
MEDICAL CITY ARLINGTON,2138.17888,32.6931143,-97.1130553
TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH,1356.635045,32.586731,-97.3168944
